Recency,Frequency,Revenue,Revenue_per_Transaction,m6_Revenue,CustomerID,LTVCluster
55,1,223.46,223.46,581.88,14719.0,0
164,3,471.0,157.0,365.23,14723.0,0
80,1,268.58,268.58,0.0,14727.0,0
179,1,313.49,313.49,0.0,14729.0,0
38,3,555.6,185.20000000000002,1204.53,14730.0,0
11,2,251.01999999999998,125.50999999999999,129.0,14731.0,0
26,3,980.48,326.82666666666665,1257.9,14732.0,0
10,8,7907.58,988.4475,1678.3300000000002,14733.0,1
2,17,2555.41,150.31823529411764,2789.82,14735.0,1
159,1,434.0,434.0,647.75,14737.0,0
5,4,525.69,131.4225,788.76,14738.0,0
25,3,1307.6200000000001,435.8733333333334,2059.7,14739.0,1
3,3,1448.21,482.7366666666667,0.0,14740.0,0
167,2,495.3,247.65,673.09,14741.0,0
103,5,928.03,185.606,171.95,14744.0,0
91,1,240.60000000000002,240.60000000000002,979.66,14745.0,0
55,1,328.2,328.2,0.0,14747.0,0
18,3,771.13,257.04333333333335,644.62,14748.0,0
101,1,228.26999999999998,228.26999999999998,409.78,14754.0,0
13,4,1862.51,465.6275,2409.9700000000003,14755.0,1
11,3,1206.94,402.31333333333333,277.12,14758.0,0
38,1,572.25,572.25,298.6,14759.0,0
103,1,89.2,89.2,0.0,14760.0,0
140,1,97.5,97.5,158.4,14761.0,0
70,1,300.52,300.52,0.0,14762.0,0
19,3,1166.21,388.7366666666667,884.64,14766.0,0
7,4,5837.35,1459.3375,4495.43,14769.0,1
38,2,876.42,438.21,0.0,14770.0,0
178,1,406.56,406.56,605.3399999999999,14775.0,0
24,3,1074.6,358.2,1463.7,14776.0,1
114,1,334.05,334.05,396.81,14778.0,0
86,3,386.15,128.71666666666667,0.0,14779.0,0
125,1,200.10000000000002,200.10000000000002,0.0,14782.0,0
129,1,114.68,114.68,175.31,14784.0,0
59,1,152.16,152.16,592.9,14790.0,0
9,4,679.54,169.885,147.15,14794.0,0
23,9,3478.75,386.52777777777777,4116.51,14796.0,1
116,1,75.68,75.68,98.06,14798.0,0
26,6,3195.6,532.6,1144.14,14800.0,0
81,2,730.79,365.395,114.76,14803.0,0
119,1,109.25,109.25,445.4,14805.0,0
4,8,1278.7,159.8375,809.18,14810.0,0
175,2,155.43,77.715,0.0,14813.0,0
3,1,271.85,271.85,0.0,14816.0,0
6,2,1110.34,555.17,0.0,14817.0,0
59,1,118.25,118.25,539.55,14818.0,0
172,1,48.800000000000004,48.800000000000004,0.0,14821.0,0
0,2,210.65,105.325,110.78,14823.0,0
10,5,1025.8700000000001,205.17400000000004,1099.95,14825.0,0
2,3,2139.76,713.2533333333334,0.0,14828.0,0
166,2,385.33,192.665,312.21999999999997,14829.0,0
46,1,243.69,243.69,1476.61,14834.0,1
7,1,492.26,492.26,1157.24,14837.0,0
73,1,62.85,62.85,0.0,14840.0,0
80,3,1781.8500000000001,593.95,1513.91,14841.0,1
114,1,310.0,310.0,2514.69,14842.0,1
47,1,874.5500000000001,874.5500000000001,2315.26,14844.0,1
19,10,2412.91,241.291,5517.63,14849.0,2
117,1,325.75,325.75,0.0,14850.0,0
62,1,206.13,206.13,305.22,14851.0,0
58,1,490.4,490.4,2346.29,14852.0,1
17,1,214.5,214.5,261.3,14853.0,0
33,3,1191.33,397.10999999999996,1568.5,14854.0,1
10,1,296.86,296.86,630.26,14859.0,0
178,1,37.2,37.2,0.0,14865.0,0
172,1,103.67999999999999,103.67999999999999,13948.94,14866.0,2
25,2,614.14,307.07,96.14,14867.0,0
39,1,439.33,439.33,2124.17,14868.0,1
67,1,327.25,327.25,0.0,14870.0,0
61,2,248.6,124.3,106.15,14871.0,0
16,1,519.68,519.68,0.0,14873.0,0
68,1,362.0,362.0,1103.32,14875.0,0
7,4,851.74,212.935,484.95,14878.0,0
94,1,129.2,129.2,576.99,14880.0,0
17,1,310.56,310.56,451.03,14883.0,0
58,1,364.8,364.8,0.0,14886.0,0
13,1,369.2,369.2,0.0,14888.0,0
142,1,135.9,135.9,0.0,14889.0,0
59,1,125.65,125.65,0.0,14890.0,0
10,3,3919.78,1306.5933333333335,6293.31,14895.0,2
10,2,468.77000000000004,234.38500000000002,0.0,14896.0,0
102,1,175.5,175.5,570.8199999999999,14897.0,0
46,4,610.93,152.7325,692.59,14898.0,0
166,3,497.04999999999995,165.6833333333333,729.42,14901.0,0
6,3,1800.23,600.0766666666667,1010.4,14903.0,0
39,1,308.55,308.55,307.6,14905.0,0
166,3,960.69,320.23,2064.05,14907.0,1
52,1,482.78999999999996,482.78999999999996,385.06,14912.0,0
79,2,615.8299999999999,307.91499999999996,611.6,14913.0,0
83,1,142.28,142.28,165.20000000000002,14915.0,0
130,1,295.05,295.05,973.93,14916.0,0
18,2,977.77,488.885,0.0,14920.0,0
7,1,903.01,903.01,413.06,14921.0,0
51,1,310.05,310.05,0.0,14924.0,0
80,1,1104.13,1104.13,1268.73,14930.0,0
12,2,586.0,293.0,473.28,14931.0,0
171,1,363.53,363.53,0.0,14932.0,0
88,1,828.84,828.84,1062.1,14934.0,0
103,1,1784.71,1784.71,0.0,14935.0,0
81,1,1576.3600000000001,1576.3600000000001,6560.66,14936.0,2
23,4,1324.33,331.0825,4575.92,14944.0,1
25,1,278.4,278.4,823.57,14948.0,0
12,7,3534.61,504.94428571428574,4564.88,14952.0,1
59,1,58.49,58.49,0.0,14957.0,0
51,1,210.64999999999998,210.64999999999998,289.03,14958.0,0
21,2,422.38,211.19,273.04,14959.0,0
38,5,3179.66,635.932,2720.27,14961.0,1
76,1,126.7,126.7,0.0,14962.0,0
53,1,206.21,206.21,0.0,14964.0,0
58,2,782.25,391.125,809.81,14970.0,0
31,1,654.6,654.6,659.85,14973.0,0
2,3,450.26,150.08666666666667,340.6,14976.0,0
41,4,1537.28,384.32,394.14,14978.0,0
52,1,102.12,102.12,0.0,14981.0,0
4,2,296.75,148.375,0.0,14985.0,0
171,1,163.2,163.2,163.2,14987.0,0
17,1,334.54,334.54,0.0,14988.0,0
86,1,119.31,119.31,113.92,14995.0,0
47,1,183.64,183.64,246.23,14998.0,0
102,3,1147.5900000000001,382.53000000000003,494.17,15002.0,0
3,12,2654.8,221.23333333333335,3661.77,15005.0,1
179,1,191.06,191.06,231.98,15012.0,0
58,2,291.34000000000003,145.67000000000002,204.87,15018.0,0
72,1,266.0,266.0,0.0,15019.0,0
24,3,685.09,228.36333333333334,987.76,15021.0,0
24,4,2857.73,714.4325,3253.39,15023.0,1
102,3,688.09,229.36333333333334,668.83,15024.0,0
46,2,230.78,115.39,238.22,15026.0,0
25,2,654.12,327.06,412.03000000000003,15027.0,0
174,1,185.97,185.97,326.46,15028.0,0
74,1,152.76,152.76,365.52000000000004,15030.0,0
88,1,150.83,150.83,341.78,15031.0,0
62,3,4959.1,1653.0333333333335,0.0,15032.0,0
14,3,1169.14,389.71333333333337,1249.73,15033.0,0
38,5,2664.83,532.966,1643.78,15034.0,1
21,3,401.36,133.78666666666666,304.13,15038.0,0
4,25,12987.51,519.5004,6755.3,15039.0,2
5,1,135.93,135.93,0.0,15042.0,0
13,11,4505.33,409.57545454545453,3194.9,15044.0,1
63,1,388.9,388.9,346.76,15045.0,0
0,8,2317.46,289.6825,2580.65,15046.0,1
75,1,343.62,343.62,0.0,15047.0,0
26,2,256.45,128.225,127.6,15048.0,0
79,1,121.17000000000002,121.17000000000002,0.0,15049.0,0
125,1,215.78,215.78,0.0,15052.0,0
87,1,222.65,222.65,255.95,15053.0,0
81,2,1489.5,744.75,0.0,15057.0,0
49,5,740.76,148.152,1384.23,15058.0,0
21,4,569.02,142.255,768.7,15059.0,0
23,3,814.04,271.34666666666664,173.82,15062.0,0
19,1,370.79999999999995,370.79999999999995,0.0,15063.0,0
33,2,1406.4,703.2,1751.73,15065.0,1
88,1,848.05,848.05,896.71,15067.0,0
62,1,239.95999999999998,239.95999999999998,313.4,15068.0,0
178,1,106.2,106.2,0.0,15070.0,0
81,1,588.6700000000001,588.6700000000001,393.40000000000003,15071.0,0
9,13,3838.46,295.2661538461538,4774.01,15078.0,1
18,4,895.61,223.9025,0.0,15079.0,0
14,2,248.05,124.025,256.75,15081.0,0
62,1,88.2,88.2,0.0,15083.0,0
87,1,306.94,306.94,0.0,15087.0,0
114,1,381.32,381.32,0.0,15090.0,0
21,2,457.81,228.905,0.0,15092.0,0
12,4,3396.68,849.17,1200.34,15093.0,0
9,1,770.5,770.5,600.1,15095.0,0
139,3,876.0,292.0,0.0,15100.0,0
165,1,102.28,102.28,0.0,15101.0,0
2,2,1027.44,513.72,0.0,15104.0,0
17,2,778.45,389.225,644.0699999999999,15106.0,0
117,6,319.5,53.25,0.0,15107.0,0
33,1,191.4,191.4,1108.85,15108.0,0
51,1,484.95,484.95,0.0,15109.0,0
124,1,169.65,169.65,826.45,15110.0,0
178,1,288.5,288.5,1278.98,15111.0,0
23,3,717.91,239.3033333333333,2042.65,15114.0,1
10,1,479.65,479.65,873.1,15116.0,0
21,1,312.4,312.4,1239.38,15117.0,0
51,1,266.4,266.4,0.0,15119.0,0
94,1,295.15,295.15,162.57,15121.0,0
10,2,930.61,465.305,703.17,15122.0,0
12,1,1069.47,1069.47,0.0,15123.0,0
13,4,7310.72,1827.68,4217.76,15125.0,1
25,1,483.7,483.7,987.3,15128.0,0
17,4,1120.38,280.095,2327.02,15129.0,1
5,2,489.87,244.935,488.06,15132.0,0
63,2,657.9,328.95,324.52,15133.0,0
19,2,239.45000000000002,119.72500000000001,1148.54,15134.0,0
45,1,139.05,139.05,0.0,15135.0,0
45,2,178.96,89.48,0.0,15139.0,0
4,3,1127.45,375.81666666666666,1226.8,15140.0,0
31,1,259.45,259.45,0.0,15143.0,0
23,5,1695.02,339.004,4359.5199999999995,15144.0,1
33,2,724.03,362.015,312.34,15145.0,0
97,1,834.22,834.22,492.94,15146.0,0
46,1,623.5,623.5,0.0,15147.0,0
75,1,501.25,501.25,4813.22,15150.0,1
164,1,1085.46,1085.46,419.91,15157.0,0
16,11,5026.37,456.94272727272727,11779.85,15159.0,2
163,1,158.16,158.16,0.0,15160.0,0
14,2,368.18,184.09,474.87,15164.0,0
179,1,487.75,487.75,0.0,15165.0,0
126,1,163.0,163.0,0.0,15167.0,0
137,1,1289.5,1289.5,0.0,15171.0,0
2,2,526.2,263.1,721.75,15172.0,0
128,1,135.75,135.75,0.0,15174.0,0
66,1,40.5,40.5,0.0,15178.0,0
39,3,1455.12,485.03999999999996,751.83,15179.0,0
173,1,87.5,87.5,0.0,15180.0,0
75,1,300.0,300.0,389.47999999999996,15181.0,0
74,1,370.48,370.48,252.37,15182.0,0
18,1,431.6,431.6,3513.1,15187.0,1
3,15,4921.45,328.09666666666664,9803.28,15189.0,2
171,1,315.0,315.0,729.32,15192.0,0
4,9,3661.18,406.79777777777775,3248.71,15194.0,1
58,2,773.25,386.625,0.0,15197.0,0
41,2,657.15,328.575,611.55,15199.0,0
10,2,602.27,301.135,634.27,15201.0,0
4,2,692.9,346.45,1134.9,15203.0,0
163,1,316.58,316.58,0.0,15204.0,0
81,1,17.700000000000003,17.700000000000003,219.0,15206.0,0
159,1,65.4,65.4,597.12,15208.0,0
31,1,331.18,331.18,0.0,15210.0,0
171,1,383.07,383.07,511.34000000000003,15211.0,0
47,1,101.8,101.8,0.0,15212.0,0
124,2,328.35,164.175,0.0,15213.0,0
48,1,514.9300000000001,514.9300000000001,838.0500000000001,15214.0,0
23,3,1757.26,585.7533333333333,3191.95,15218.0,1
9,3,858.1899999999999,286.06333333333333,920.77,15220.0,0
172,1,403.25,403.25,0.0,15221.0,0
125,1,585.0,585.0,0.0,15222.0,0
31,2,755.75,377.875,0.0,15223.0,0
164,2,322.08,161.04,0.0,15224.0,0
40,1,409.40000000000003,409.40000000000003,0.0,15225.0,0
116,1,154.41,154.41,0.0,15226.0,0
21,3,876.8199999999999,292.2733333333333,342.58,15227.0,0
100,1,904.85,904.85,2481.86,15228.0,1
45,2,429.6,214.8,0.0,15230.0,0
82,1,197.0,197.0,0.0,15234.0,0
23,12,2247.51,187.29250000000002,0.0,15235.0,0
104,1,321.05,321.05,0.0,15236.0,0
9,2,1093.65,546.825,235.07,15237.0,0
47,2,629.1,314.55,1077.47,15240.0,0
3,2,597.3,298.65,1159.14,15241.0,0
54,1,297.94,297.94,333.63,15244.0,0
67,1,1251.48,1251.48,1264.36,15245.0,0
44,2,514.15,257.075,0.0,15246.0,0
2,5,2841.37,568.274,3847.09,15249.0,1
16,2,4095.72,2047.86,6025.39,15251.0,2
89,1,317.15,317.15,0.0,15257.0,0
23,1,315.66,315.66,307.5,15258.0,0
9,4,882.6,220.65,928.1700000000001,15260.0,0
129,1,178.95000000000002,178.95000000000002,0.0,15262.0,0
41,1,712.24,712.24,793.88,15265.0,0
144,1,119.3,119.3,0.0,15266.0,0
44,4,1313.75,328.4375,1065.74,15270.0,0
10,5,735.61,147.122,1579.3799999999999,15271.0,1
160,1,290.51,290.51,0.0,15279.0,0
3,6,1927.41,321.235,404.74,15281.0,0
6,3,1624.0,541.3333333333334,682.52,15288.0,0
55,1,375.45,375.45,564.33,15289.0,0
9,8,2032.57,254.07125,4372.94,15290.0,1
53,9,2679.59,297.7322222222222,1988.71,15291.0,1
7,1,180.94,180.94,0.0,15292.0,0
18,2,1777.81,888.905,1895.05,15296.0,1
68,4,1238.44,309.61,2897.72,15298.0,1
69,4,2435.01,608.7525,2072.0,15299.0,1
11,4,2104.0,526.0,2966.35,15301.0,1
96,1,574.02,574.02,0.0,15303.0,0
24,5,381.6,76.32000000000001,312.8,15304.0,0
80,1,310.47,310.47,0.0,15308.0,0
21,2,607.9,303.95,316.95,15312.0,0
5,1,327.97,327.97,0.0,15314.0,0
132,1,165.0,165.0,0.0,15316.0,0
89,1,204.5,204.5,0.0,15319.0,0
97,1,1159.47,1159.47,1588.8400000000001,15321.0,1
139,1,311.71,311.71,0.0,15326.0,0
172,4,1661.06,415.265,0.0,15332.0,0
14,1,1028.56,1028.56,0.0,15333.0,0
124,1,257.9,257.9,316.17,15339.0,0
138,1,252.42000000000002,252.42000000000002,0.0,15346.0,0
172,1,201.60000000000002,201.60000000000002,0.0,15347.0,0
179,1,115.65,115.65,0.0,15350.0,0
175,1,274.67,274.67,1369.3,15351.0,0
60,2,777.02,388.51,0.0,15353.0,0
24,5,1201.81,240.362,1564.69,15356.0,1
13,11,4363.07,396.64272727272726,3154.07,15358.0,1
167,1,418.92,418.92,0.0,15361.0,0
178,1,326.0,326.0,0.0,15363.0,0
60,1,331.80000000000007,331.80000000000007,581.39,15364.0,0
121,1,208.61,208.61,2105.71,15365.0,1
164,1,105.54,105.54,496.97,15366.0,0
51,2,1416.18,708.09,461.40999999999997,15367.0,0
9,3,1127.94,375.98,1258.11,15370.0,0
16,6,1191.75,198.625,878.63,15373.0,0
28,1,654.17,654.17,579.19,15376.0,0
14,5,3263.11,652.6220000000001,440.18,15379.0,0
171,1,230.10000000000002,230.10000000000002,1074.8600000000001,15380.0,0
19,2,596.85,298.425,0.0,15381.0,0
16,2,1588.02,794.01,4367.6900000000005,15382.0,1
165,1,303.57,303.57,338.84,15384.0,0
76,1,140.54,140.54,0.0,15388.0,0
166,1,338.98,338.98,892.14,15392.0,0
87,1,124.10000000000001,124.10000000000001,107.76,15393.0,0
10,2,1436.44,718.22,417.7,15394.0,0
131,1,107.45,107.45,0.0,15395.0,0
95,1,94.0,94.0,0.0,15397.0,0
84,1,346.1,346.1,370.1,15400.0,0
2,1,440.99,440.99,185.78,15402.0,0
107,1,252.29,252.29,258.42,15406.0,0
28,2,329.86,164.93,726.58,15407.0,0
70,1,267.18,267.18,0.0,15408.0,0
9,4,1800.89,450.2225,1649.95,15410.0,1
48,1,36.2,36.2,385.3,15414.0,0
119,1,572.8100000000001,572.8100000000001,0.0,15415.0,0
45,2,2274.43,1137.215,1709.89,15416.0,1
21,3,739.36,246.45333333333335,211.0,15421.0,0
129,2,97.7,48.85,0.0,15422.0,0
60,2,383.34,191.67,0.0,15424.0,0
63,2,662.98,331.49,784.41,15426.0,0
19,2,533.3,266.65,0.0,15433.0,0
6,1,306.96,306.96,583.62,15434.0,0
40,1,489.05,489.05,370.27,15436.0,0
68,1,200.16,200.16,0.0,15437.0,0
14,1,125.8,125.8,257.88,15440.0,0
54,1,594.0,594.0,0.0,15442.0,0
126,1,437.71,437.71,1731.83,15443.0,1
70,1,113.5,113.5,0.0,15445.0,0
136,1,155.17,155.17,0.0,15447.0,0
118,1,494.64,494.64,0.0,15448.0,0
67,1,345.92,345.92,628.6,15449.0,0
70,1,247.25,247.25,291.48,15452.0,0
168,1,179.1,179.1,0.0,15454.0,0
89,3,447.22,149.07333333333335,0.0,15456.0,0
68,1,237.07,237.07,0.0,15457.0,0
160,1,216.76,216.76,0.0,15460.0,0
144,1,1048.85,1048.85,0.0,15464.0,0
39,12,5163.46,430.28833333333336,2191.16,15465.0,1
56,3,1437.44,479.1466666666667,9617.52,15482.0,2
72,1,114.85,114.85,118.96,15483.0,0
142,2,1278.63,639.315,1296.37,15485.0,0
17,1,348.26,348.26,786.02,15489.0,0
24,3,1644.92,548.3066666666667,1455.17,15491.0,1
55,2,951.25,475.625,1050.55,15493.0,0
125,1,970.6,970.6,291.6,15497.0,0
16,11,5826.81,529.71,6624.65,15498.0,2
81,4,2640.46,660.115,7744.469999999999,15502.0,2
168,1,147.09,147.09,0.0,15503.0,0
25,3,629.11,209.70333333333335,371.16,15508.0,0
136,1,250.0,250.0,0.0,15510.0,0
165,1,101.2,101.2,19.799999999999997,15512.0,0
5,12,6069.46,505.78833333333336,8688.76,15513.0,2
31,6,2561.94,426.99,1078.29,15514.0,0
39,1,267.03,267.03,0.0,15517.0,0
21,4,987.57,246.8925,954.88,15518.0,0
18,4,1667.78,416.945,1332.42,15521.0,0
179,1,313.93,313.93,197.29999999999998,15525.0,0
25,3,900.04,300.0133333333333,1529.74,15527.0,1
60,1,229.33,229.33,0.0,15528.0,0
16,7,1932.21,276.03000000000003,2063.02,15529.0,1
52,1,553.13,553.13,949.22,15530.0,0
164,1,356.35,356.35,1224.58,15532.0,0
42,3,411.39,137.13,125.01,15535.0,0
94,1,127.86,127.86,0.0,15543.0,0
17,4,1759.47,439.8675,1458.92,15544.0,1
177,1,135.32999999999998,135.32999999999998,157.39000000000001,15545.0,0
0,7,2404.53,343.50428571428574,2027.9,15547.0,1
122,1,942.1,942.1,751.16,15549.0,0
107,1,137.89999999999998,137.89999999999998,295.38,15550.0,0
23,1,90.12,90.12,0.0,15552.0,0
83,1,217.2,217.2,0.0,15554.0,0
7,5,1659.75,331.95,2674.52,15555.0,1
21,1,265.75,265.75,183.92,15561.0,0
157,1,134.55,134.55,0.0,15562.0,0
6,2,735.62,367.81,664.8199999999999,15563.0,0
138,1,288.5,288.5,1087.21,15569.0,0
12,8,2525.42,315.6775,1260.08,15570.0,0
54,3,876.04,292.0133333333333,1481.84,15572.0,1
164,3,590.15,196.71666666666667,112.1,15574.0,0
111,1,29.65,29.65,229.23,15577.0,0
119,1,199.6,199.6,149.0,15579.0,0
32,8,634.96,79.37,3045.01,15581.0,1
26,1,303.61,303.61,379.3,15582.0,0
157,1,344.88,344.88,568.8000000000001,15587.0,0
61,3,478.53000000000003,159.51000000000002,0.0,15589.0,0
40,1,267.91,267.91,1503.87,15594.0,1
20,4,1389.69,347.4225,16.9,15596.0,0
10,1,448.83,448.83,312.90999999999997,15599.0,0
9,9,4748.59,527.6211111111111,1849.57,15601.0,1
6,5,542.95,108.59,574.08,15602.0,0
58,3,690.1800000000001,230.06000000000003,508.05,15605.0,0
28,6,1826.35,304.39166666666665,1093.81,15606.0,0
142,1,104.76,104.76,0.0,15607.0,0
62,3,331.5,110.5,1113.04,15611.0,0
18,10,4739.06,473.90600000000006,4621.59,15615.0,1
26,2,875.01,437.505,678.17,15620.0,0
3,5,2602.0,520.4,1107.56,15622.0,0
12,2,311.4,155.7,276.73,15624.0,0
41,1,695.3299999999999,695.3299999999999,838.93,15625.0,0
135,1,281.88,281.88,393.92,15626.0,0
61,2,691.01,345.505,1976.28,15628.0,1
10,1,396.86,396.86,789.49,15630.0,0
31,3,1242.5,414.1666666666667,2042.81,15632.0,1
88,1,306.7,306.7,418.06,15636.0,0
32,7,5771.61,824.5157142857142,5557.57,15640.0,2
66,3,1305.38,435.1266666666667,581.82,15641.0,0
88,1,337.1,337.1,326.90000000000003,15643.0,0
62,3,423.19,141.06333333333333,389.81,15644.0,0
52,2,340.04,170.02,107.60000000000001,15646.0,0
10,2,657.35,328.675,0.0,15648.0,0
142,2,816.0,408.0,0.0,15649.0,0
66,1,227.32,227.32,418.98,15651.0,0
49,1,560.67,560.67,0.0,15655.0,0
26,2,306.86,153.43,441.64,15656.0,0
3,4,1016.6,254.15,7.5,15658.0,0
10,4,739.02,184.755,861.84,15660.0,0
123,2,309.8,154.9,0.0,15661.0,0
49,1,1476.22,1476.22,765.79,15665.0,0
23,1,76.32000000000001,76.32000000000001,0.0,15668.0,0
69,1,198.8,198.8,485.54,15669.0,0
102,1,173.05,173.05,0.0,15670.0,0
48,3,1033.13,344.3766666666667,1624.0,15671.0,1
20,2,1785.73,892.865,1095.29,15673.0,0
19,4,1379.66,344.915,1066.94,15674.0,0
86,1,45.0,45.0,278.69,15675.0,0
89,1,897.8,897.8,2537.96,15676.0,1
172,1,478.89,478.89,542.82,15680.0,0
86,1,345.68,345.68,1080.48,15681.0,0
74,4,1402.45,350.6125,1339.06,15687.0,0
167,1,103.5,103.5,150.6,15689.0,0
58,1,136.8,136.8,0.0,15691.0,0
9,7,2676.98,382.42571428571426,2930.74,15694.0,1
72,2,409.98,204.99,0.0,15695.0,0
26,6,1637.9,272.98333333333335,1098.56,15696.0,0
70,1,211.5,211.5,0.0,15703.0,0
21,1,938.85,938.85,1354.77,15704.0,0
7,1,143.1,143.1,0.0,15705.0,0
28,5,2068.3,413.66,1295.94,15708.0,0
89,1,133.25,133.25,0.0,15709.0,0
93,1,299.8,299.8,566.11,15712.0,0
172,1,171.15,171.15,185.55,15713.0,0
7,3,902.44,300.81333333333333,216.37,15716.0,0
40,1,150.3,150.3,0.0,15717.0,0
5,7,2430.97,347.28142857142853,2614.64,15719.0,1
96,1,324.05,324.05,1898.51,15722.0,1
170,1,203.1,203.1,0.0,15723.0,0
7,2,218.25,109.125,0.0,15724.0,0
4,4,3250.87,812.7175,1928.09,15727.0,1
18,1,85.0,85.0,0.0,15729.0,0
12,1,467.43,467.43,653.45,15730.0,0
18,2,294.12,147.06,0.0,15732.0,0
88,1,162.3,162.3,0.0,15733.0,0
6,1,578.6500000000001,578.6500000000001,760.8000000000001,15734.0,0
48,1,475.88,475.88,729.24,15737.0,0
10,9,2613.04,290.3377777777778,2199.38,15738.0,1
42,1,302.85,302.85,791.74,15745.0,0
41,3,44534.3,14844.766666666668,0.0,15749.0,0
89,3,612.57,204.19000000000003,1512.52,15750.0,1
55,3,1045.18,348.3933333333334,1592.2,15752.0,1
110,1,79.2,79.2,0.0,15753.0,0
52,1,91.8,91.8,366.77,15754.0,0
41,2,620.73,310.365,1456.01,15755.0,1
19,2,249.12,124.56,283.84,15756.0,0
23,1,261.36,261.36,453.06,15757.0,0
24,3,253.04,84.34666666666666,0.0,15759.0,0
82,1,1120.93,1120.93,2159.04,15764.0,1
9,2,479.15,239.575,142.68,15768.0,0
51,1,104.9,104.9,0.0,15775.0,0
47,4,1047.11,261.7775,0.0,15777.0,0
48,2,402.76,201.38,72.52,15780.0,0
111,1,83.35,83.35,262.11,15781.0,0
3,2,1330.4,665.2,998.5699999999999,15785.0,0
164,1,351.3,351.3,0.0,15789.0,0
10,1,1223.24,1223.24,389.45000000000005,15791.0,0
74,1,306.64,306.64,658.97,15793.0,0
6,3,976.7900000000001,325.5966666666667,1287.1200000000001,15796.0,0
20,3,1840.2,613.4,367.2,15797.0,0
140,1,320.21999999999997,320.21999999999997,563.92,15799.0,0
52,1,244.5,244.5,454.58,15800.0,0
4,1,525.36,525.36,3145.65,15804.0,1
3,5,2503.78,500.75600000000003,3024.7000000000003,15805.0,1
82,1,300.36,300.36,484.22,15806.0,0
112,4,3734.9700000000003,933.7425000000001,0.0,15808.0,0
10,3,383.31,127.77,132.46,15809.0,0
38,2,854.12,427.06,537.86,15810.0,0
11,4,1294.84,323.71,923.78,15811.0,0
60,2,764.76,382.38,1036.38,15812.0,0
14,2,1303.9099999999999,651.9549999999999,0.0,15813.0,0
18,3,1394.08,464.6933333333333,706.52,15815.0,0
5,2,1177.14,588.57,728.3100000000001,15819.0,0
125,1,206.98,206.98,0.0,15820.0,0
165,1,440.2,440.2,0.0,15822.0,0
178,1,15.0,15.0,0.0,15823.0,0
16,1,720.0,720.0,934.3100000000001,15826.0,0
21,9,911.69,101.2988888888889,924.4,15827.0,0
130,1,309.94,309.94,491.82,15831.0,0
60,1,836.79,836.79,0.0,15832.0,0
83,2,1281.37,640.685,952.38,15834.0,0
66,2,488.31,244.155,465.78,15835.0,0
24,2,613.26,306.63,610.8000000000001,15841.0,0
109,1,118.95000000000002,118.95000000000002,0.0,15843.0,0
16,3,1537.16,512.3866666666667,2174.61,15845.0,1
94,1,180.68,180.68,208.59,15847.0,0
3,1,103.21000000000001,103.21000000000001,57.5,15852.0,0
10,6,1584.39,264.065,1255.5500000000002,15854.0,0
12,3,342.51,114.17,369.73,15855.0,0
9,8,6939.47,867.43375,6337.4,15856.0,2
95,2,816.22,408.11,622.63,15858.0,0
38,3,420.26,140.08666666666667,556.95,15860.0,0
73,2,722.48,361.24,1843.26,15861.0,1
10,2,491.01,245.505,168.72,15862.0,0
122,1,242.42000000000002,242.42000000000002,1693.9,15864.0,1
19,1,313.93,313.93,581.2,15865.0,0
2,9,1755.05,195.00555555555556,1772.01,15867.0,1
83,2,149.64,74.82,0.0,15869.0,0
23,5,2162.8,432.56000000000006,2243.08,15874.0,1
175,1,343.28000000000003,343.28000000000003,0.0,15880.0,0
118,5,501.39000000000004,100.278,0.0,15881.0,0
4,4,516.36,129.09,0.0,15882.0,0
115,1,15.0,15.0,364.35,15885.0,0
175,1,297.92,297.92,148.95,15889.0,0
32,1,524.52,524.52,0.0,15891.0,0
59,2,263.55,131.775,0.0,15894.0,0
0,2,222.05,111.025,0.0,15897.0,0
32,4,1002.99,250.7475,0.0,15898.0,0
174,1,56.25,56.25,0.0,15899.0,0
33,2,641.6400000000001,320.82000000000005,3755.52,15903.0,1
25,3,683.16,227.72,884.53,15906.0,0
16,1,251.18,251.18,278.34,15907.0,0
13,4,550.61,137.6525,548.22,15910.0,0
39,1,141.49,141.49,123.13,15912.0,0
52,4,735.1800000000001,183.79500000000002,792.91,15916.0,0
53,1,123.1,123.1,0.0,15917.0,0
77,1,142.0,142.0,192.23,15918.0,0
174,1,270.72,270.72,369.17,15919.0,0
179,1,369.5,369.5,0.0,15922.0,0
178,1,127.08,127.08,0.0,15923.0,0
0,1,207.15,207.15,0.0,15925.0,0
20,4,1273.25,318.3125,922.4,15932.0,0
45,2,416.86,208.43,0.0,15935.0,0
7,4,335.3,83.825,69.28,15938.0,0
2,9,4632.35,514.7055555555556,1482.66,15939.0,1
117,1,35.8,35.8,0.0,15940.0,0
82,1,325.1,325.1,0.0,15944.0,0
171,1,181.0,181.0,0.0,15945.0,0
165,1,428.82000000000005,428.82000000000005,1336.69,15950.0,0
91,1,375.16999999999996,375.16999999999996,0.0,15951.0,0
31,1,232.65,232.65,573.92,15952.0,0
17,4,826.14,206.535,833.24,15953.0,0
9,3,1445.6200000000001,481.8733333333334,2970.64,15955.0,1
173,1,156.19,156.19,689.45,15965.0,0
124,1,173.8,173.8,245.03,15967.0,0
109,1,314.1,314.1,0.0,15970.0,0
48,4,1086.15,271.5375,3113.7,15971.0,1
